timestamp,funding_rate,open_interest
2020-01-01 00:00:00.091288,0.0001,140348732
2020-01-01 00:00:00.991443,0.0001,140348732
2020-01-01 00:00:02.491265,0.0001,140348732
2020-01-01 00:00:02.891258,0.0001,140348732
2020-01-01 00:00:03.591195,0.0001,140348732
2020-01-01 00:00:04.891206,0.0001,140348732
2020-01-01 00:00:05.391297,0.0001,140348732
2020-01-01 00:00:05.591199,0.0001,140348732
2020-01-01 00:00:05.891156,0.0001,140348732
2020-01-01 00:00:06.291233,0.0001,140348732
2020-01-01 00:00:06.491296,0.0001,140348732
2020-01-01 00:00:08.191196,0.0001,140348732
2020-01-01 00:00:08.491139,0.0001,140348732
2020-01-01 00:00:11.191347,0.0001,140348732
2020-01-01 00:00:12.291295,0.0001,140348732
2020-01-01 00:00:12.791531,0.0001,140348732
2020-01-01 00:00:13.391345,0.0001,140348732
2020-01-01 00:00:15.291305,0.0001,140348732
2020-01-01 00:00:15.491339,0.0001,140348732
2020-01-01 00:00:17.791302,0.0001,140348732
2020-01-01 00:00:18.791296,0.0001,140348732
2020-01-01 00:00:24.215033,0.0001,140414762
2020-01-01 00:00:24.791513,0.0001,140414762
2020-01-01 00:00:25.591266,0.0001,140414762
2020-01-01 00:00:26.691290,0.0001,140414762
2020-01-01 00:00:27.491415,0.0001,140414762
2020-01-01 00:00:30.291360,0.0001,140414762
2020-01-01 00:00:30.391464,0.0001,140414762
2020-01-01 00:00:30.591453,0.0001,140414762
2020-01-01 00:00:30.691588,0.0001,140414762
2020-01-01 00:00:30.891502,0.0001,140414762
2020-01-01 00:00:31.191709,0.0001,140414762
2020-01-01 00:00:31.393963,0.0001,140414762
2020-01-01 00:00:31.695719,0.0001,140414762
2020-01-01 00:00:31.791217,0.0001,140414762
2020-01-01 00:00:31.894888,0.0001,140414762
2020-01-01 00:00:32.491612,0.0001,140414762
2020-01-01 00:00:32.591333,0.0001,140414762
2020-01-01 00:00:33.391301,0.0001,140414762
2020-01-01 00:00:33.691556,0.0001,140414762
2020-01-01 00:00:33.991484,0.0001,140414762
2020-01-01 00:00:34.391308,0.0001,140414762
2020-01-01 00:00:35.791268,0.0001,140414762
2020-01-01 00:00:35.991639,0.0001,140414762
2020-01-01 00:00:36.391479,0.0001,140414762
2020-01-01 00:00:37.291155,0.0001,140414762
2020-01-01 00:00:40.791471,0.0001,140414762
2020-01-01 00:00:40.891183,0.0001,140414762
2020-01-01 00:00:43.491489,0.0001,140414762
2020-01-01 00:00:46.391169,0.0001,140414762
2020-01-01 00:00:46.491423,0.0001,140414762
2020-01-01 00:00:55.591114,0.0001,140414762
2020-01-01 00:00:56.491435,0.0001,140414762
2020-01-01 00:01:00.391388,0.0001,140414762
2020-01-01 00:01:00.491274,0.0001,140414762
2020-01-01 00:01:05.691223,0.0001,140414762
2020-01-01 00:01:05.791070,0.0001,140414762
2020-01-01 00:01:06.491320,0.0001,140414762
2020-01-01 00:01:08.791220,0.0001,140414762
2020-01-01 00:01:09.291245,0.0001,140414762
2020-01-01 00:01:09.491281,0.0001,140414762
2020-01-01 00:01:10.091206,0.0001,140414762
2020-01-01 00:01:11.091307,0.0001,140414762
2020-01-01 00:01:11.491329,0.0001,140414762
2020-01-01 00:01:11.591292,0.0001,140414762
2020-01-01 00:01:12.491198,0.0001,140414762
2020-01-01 00:01:14.691563,0.0001,140414762
2020-01-01 00:01:16.191254,0.0001,140414762
2020-01-01 00:01:16.491217,0.0001,140414762
2020-01-01 00:01:19.591139,0.0001,140414762
2020-01-01 00:01:20.091411,0.0001,140414762
2020-01-01 00:01:20.691349,0.0001,140414762
2020-01-01 00:01:22.191150,0.0001,140414762
2020-01-01 00:01:22.491176,0.0001,140414762
2020-01-01 00:01:23.191217,0.0001,140414762
2020-01-01 00:01:23.491142,0.0001,140414762
2020-01-01 00:01:23.691471,0.0001,140414762
2020-01-01 00:01:24.491246,0.0001,140414762
2020-01-01 00:01:24.691240,0.0001,140414762
2020-01-01 00:01:25.691120,0.0001,140414762
2020-01-01 00:01:25.791081,0.0001,140414762
2020-01-01 00:01:26.291440,0.0001,140414762
2020-01-01 00:01:26.791309,0.0001,140125691
2020-01-01 00:01:28.591382,0.0001,140125691
2020-01-01 00:01:29.691471,0.0001,140125691
2020-01-01 00:01:29.791105,0.0001,140125691
2020-01-01 00:01:29.891139,0.0001,140125691
2020-01-01 00:01:29.991417,0.0001,140125691
2020-01-01 00:01:30.892530,0.0001,140125691
2020-01-01 00:01:30.991418,0.0001,140125691
2020-01-01 00:01:31.591368,0.0001,140125691
2020-01-01 00:01:34.291093,0.0001,140125691
2020-01-01 00:01:34.891307,0.0001,140125691
2020-01-01 00:01:35.591556,0.0001,140125691
2020-01-01 00:01:35.691146,0.0001,140125691
2020-01-01 00:01:36.594218,0.0001,140125691
2020-01-01 00:01:36.691197,0.0001,140125691
2020-01-01 00:01:36.891142,0.0001,140125691
2020-01-01 00:01:36.991358,0.0001,140125691
2020-01-01 00:01:37.291260,0.0001,140125691
2020-01-01 00:01:37.591278,0.0001,140125691
2020-01-01 00:01:39.491239,0.0001,140125691
2020-01-01 00:01:39.591326,0.0001,140125691
2020-01-01 00:01:39.991154,0.0001,140125691
2020-01-01 00:01:40.691180,0.0001,140125691
2020-01-01 00:01:41.691099,0.0001,140125691
2020-01-01 00:01:42.591219,0.0001,140125691
2020-01-01 00:01:43.891458,0.0001,140125691
2020-01-01 00:01:44.291310,0.0001,140125691
2020-01-01 00:01:49.791335,0.0001,140125691
2020-01-01 00:01:50.591209,0.0001,140125691
2020-01-01 00:01:51.391477,0.0001,140125691
2020-01-01 00:01:51.591256,0.0001,140125691
2020-01-01 00:01:52.191196,0.0001,140125691
2020-01-01 00:01:53.591362,0.0001,140125691
2020-01-01 00:01:57.491304,0.0001,140125691
2020-01-01 00:01:57.591313,0.0001,140125691
2020-01-01 00:01:57.991571,0.0001,140125691
2020-01-01 00:01:58.491255,0.0001,140125691
2020-01-01 00:01:58.591519,0.0001,140125691
2020-01-01 00:02:00.991578,0.0001,140125691
2020-01-01 00:02:01.591603,0.0001,140125691
2020-01-01 00:02:04.991572,0.0001,140125691
2020-01-01 00:02:05.191202,0.0001,140125691
2020-01-01 00:02:08.891286,0.0001,140125691
2020-01-01 00:02:09.091147,0.0001,140125691
2020-01-01 00:02:09.791455,0.0001,140125691
2020-01-01 00:02:13.891125,0.0001,140125691
2020-01-01 00:02:14.891514,0.0001,140125691
2020-01-01 00:02:14.996427,0.0001,140125691
2020-01-01 00:02:15.691352,0.0001,140125691
2020-01-01 00:02:16.591374,0.0001,140125691
2020-01-01 00:02:16.691428,0.0001,140125691
2020-01-01 00:02:17.692349,0.0001,140125691
2020-01-01 00:02:18.891521,0.0001,140125691
2020-01-01 00:02:23.391215,0.0001,140125691
2020-01-01 00:02:26.591431,0.0001,140125691
2020-01-01 00:02:26.791485,0.0001,140125691
2020-01-01 00:02:27.099957,0.0001,140096320
2020-01-01 00:02:28.291320,0.0001,140096320
2020-01-01 00:02:28.691334,0.0001,140096320
2020-01-01 00:02:29.191485,0.0001,140096320
2020-01-01 00:02:29.891444,0.0001,140096320
2020-01-01 00:02:30.391224,0.0001,140096320
2020-01-01 00:02:30.791078,0.0001,140096320
2020-01-01 00:02:31.091154,0.0001,140096320
2020-01-01 00:02:33.191159,0.0001,140096320
2020-01-01 00:02:34.491174,0.0001,140096320
2020-01-01 00:02:52.991563,0.0001,140096320
2020-01-01 00:02:53.791212,0.0001,140096320
2020-01-01 00:02:54.891398,0.0001,140096320
2020-01-01 00:02:55.691354,0.0001,140096320
2020-01-01 00:02:55.991338,0.0001,140096320
2020-01-01 00:02:56.091387,0.0001,140096320
2020-01-01 00:03:00.091434,0.0001,140096320
2020-01-01 00:03:00.991350,0.0001,140096320
2020-01-01 00:03:01.791150,0.0001,140096320
2020-01-01 00:03:03.591367,0.0001,140096320
2020-01-01 00:03:04.091427,0.0001,140096320
2020-01-01 00:03:06.291346,0.0001,140096320
2020-01-01 00:03:06.791330,0.0001,140096320
2020-01-01 00:03:07.891322,0.0001,140096320
2020-01-01 00:03:08.491221,0.0001,140096320
2020-01-01 00:03:19.291287,0.0001,140096320
2020-01-01 00:03:19.891598,0.0001,140096320
2020-01-01 00:03:24.891425,0.0001,140096320
2020-01-01 00:03:25.791246,0.0001,140096320
2020-01-01 00:03:29.291232,0.0001,139494797
2020-01-01 00:03:39.291280,0.0001,139494797
2020-01-01 00:03:40.991455,0.0001,139494797
2020-01-01 00:03:41.791437,0.0001,139494797
2020-01-01 00:03:43.691549,0.0001,139494797
2020-01-01 00:03:43.991152,0.0001,139494797
2020-01-01 00:03:44.791405,0.0001,139494797
2020-01-01 00:03:45.691311,0.0001,139494797
2020-01-01 00:03:45.791193,0.0001,139494797
2020-01-01 00:03:49.991467,0.0001,139494797
2020-01-01 00:03:52.091657,0.0001,139494797
2020-01-01 00:03:52.391211,0.0001,139494797
2020-01-01 00:03:52.891171,0.0001,139494797
2020-01-01 00:03:58.191267,0.0001,139494797
2020-01-01 00:03:58.891408,0.0001,139494797
2020-01-01 00:03:58.991380,0.0001,139494797
2020-01-01 00:03:59.891164,0.0001,139494797
2020-01-01 00:04:00.791144,0.0001,139494797
2020-01-01 00:04:01.191510,0.0001,139494797
2020-01-01 00:04:01.891525,0.0001,139494797
2020-01-01 00:04:02.491986,0.0001,139494797
2020-01-01 00:04:02.891346,0.0001,139494797
2020-01-01 00:04:03.891460,0.0001,139494797
2020-01-01 00:04:04.891295,0.0001,139494797
2020-01-01 00:04:06.391468,0.0001,139494797
2020-01-01 00:04:06.691537,0.0001,139494797
2020-01-01 00:04:06.891596,0.0001,139494797
2020-01-01 00:04:08.991436,0.0001,139494797
2020-01-01 00:04:09.891520,0.0001,139494797
2020-01-01 00:04:10.291407,0.0001,139494797
2020-01-01 00:04:10.891313,0.0001,139494797
2020-01-01 00:04:13.191546,0.0001,139494797
2020-01-01 00:04:13.791400,0.0001,139494797
2020-01-01 00:04:13.991237,0.0001,139494797
2020-01-01 00:04:14.691535,0.0001,139494797
2020-01-01 00:04:15.091217,0.0001,139494797
2020-01-01 00:04:16.291150,0.0001,139494797
2020-01-01 00:04:17.891344,0.0001,139494797
2020-01-01 00:04:30.191364,0.0001,139528777
2020-01-01 00:04:38.191550,0.0001,139528777
2020-01-01 00:04:39.091312,0.0001,139528777
2020-01-01 00:04:43.391353,0.0001,139528777
2020-01-01 00:04:44.091464,0.0001,139528777
2020-01-01 00:04:45.491300,0.0001,139528777
2020-01-01 00:04:46.491206,0.0001,139528777
2020-01-01 00:04:52.091240,0.0001,139528777
2020-01-01 00:04:52.391786,0.0001,139528777
2020-01-01 00:04:52.991406,0.0001,139528777
2020-01-01 00:04:53.092815,0.0001,139528777
2020-01-01 00:04:56.691284,0.0001,139528777
2020-01-01 00:04:58.091165,0.0001,139528777
2020-01-01 00:05:00.691538,0.0001,139528777
2020-01-01 00:05:01.291244,0.0001,139528777
2020-01-01 00:05:02.291148,0.0001,139528777
2020-01-01 00:05:02.391452,0.0001,139528777
2020-01-01 00:05:02.491496,0.0001,139528777
2020-01-01 00:05:03.091309,0.0001,139528777
2020-01-01 00:05:09.291245,0.0001,139528777
2020-01-01 00:05:09.591277,0.0001,139528777
2020-01-01 00:05:09.991360,0.0001,139528777
2020-01-01 00:05:10.191274,0.0001,139528777
2020-01-01 00:05:11.391287,0.0001,139528777
2020-01-01 00:05:12.791332,0.0001,139528777
2020-01-01 00:05:13.491342,0.0001,139528777
2020-01-01 00:05:13.991126,0.0001,139528777
2020-01-01 00:05:15.091475,0.0001,139528777
2020-01-01 00:05:16.093099,0.0001,139528777
2020-01-01 00:05:16.891160,0.0001,139528777
2020-01-01 00:05:16.991346,0.0001,139528777
2020-01-01 00:05:17.091478,0.0001,139528777
2020-01-01 00:05:17.191256,0.0001,139528777
2020-01-01 00:05:17.291501,0.0001,139528777
2020-01-01 00:05:17.691567,0.0001,139528777
2020-01-01 00:05:17.791577,0.0001,139528777
2020-01-01 00:05:17.991448,0.0001,139528777
2020-01-01 00:05:18.091615,0.0001,139528777
2020-01-01 00:05:19.191480,0.0001,139528777
2020-01-01 00:05:20.091369,0.0001,139528777
2020-01-01 00:05:20.991403,0.0001,139528777
2020-01-01 00:05:21.291052,0.0001,139528777
2020-01-01 00:05:21.791364,0.0001,139528777
2020-01-01 00:05:21.991331,0.0001,139528777
2020-01-01 00:05:22.891417,0.0001,139528777
2020-01-01 00:05:24.591439,0.0001,139528777
2020-01-01 00:05:25.091414,0.0001,139528777
2020-01-01 00:05:25.291122,0.0001,139528777
2020-01-01 00:05:26.091397,0.0001,139528777
2020-01-01 00:05:26.291182,0.0001,139528777
2020-01-01 00:05:27.091308,0.0001,139528777
2020-01-01 00:05:27.691510,0.0001,139528777
2020-01-01 00:05:28.091384,0.0001,139528777
2020-01-01 00:05:31.117760,0.0001,139191381
2020-01-01 00:05:32.591660,0.0001,139191381
2020-01-01 00:05:33.091408,0.0001,139191381
2020-01-01 00:05:35.091367,0.0001,139191381
2020-01-01 00:05:36.191211,0.0001,139191381
2020-01-01 00:05:37.091331,0.0001,139191381
2020-01-01 00:05:40.591344,0.0001,139191381
2020-01-01 00:05:43.291263,0.0001,139191381
2020-01-01 00:05:45.991480,0.0001,139191381
2020-01-01 00:05:46.093701,0.0001,139191381
2020-01-01 00:05:52.891224,0.0001,139191381
2020-01-01 00:05:53.091529,0.0001,139191381
2020-01-01 00:05:54.891485,0.0001,139191381
2020-01-01 00:05:55.191125,0.0001,139191381
2020-01-01 00:05:56.391214,0.0001,139191381
2020-01-01 00:05:56.591412,0.0001,139191381
2020-01-01 00:05:56.991408,0.0001,139191381
2020-01-01 00:05:57.091229,0.0001,139191381
2020-01-01 00:05:59.391268,0.0001,139191381
2020-01-01 00:06:00.191405,0.0001,139191381
2020-01-01 00:06:01.392416,0.0001,139191381
2020-01-01 00:06:06.391427,0.0001,139191381
2020-01-01 00:06:07.091683,0.0001,139191381
2020-01-01 00:06:07.691338,0.0001,139191381
2020-01-01 00:06:08.291046,0.0001,139191381
2020-01-01 00:06:08.491317,0.0001,139191381
2020-01-01 00:06:09.191089,0.0001,139191381
2020-01-01 00:06:11.191268,0.0001,139191381
2020-01-01 00:06:12.091264,0.0001,139191381
2020-01-01 00:06:12.191190,0.0001,139191381
2020-01-01 00:06:12.691394,0.0001,139191381
2020-01-01 00:06:13.091096,0.0001,139191381
2020-01-01 00:06:13.391275,0.0001,139191381
2020-01-01 00:06:14.091390,0.0001,139191381
2020-01-01 00:06:14.291250,0.0001,139191381
2020-01-01 00:06:18.591415,0.0001,139191381
2020-01-01 00:06:20.591768,0.0001,139191381
2020-01-01 00:06:21.091636,0.0001,139191381
2020-01-01 00:06:23.491363,0.0001,139191381
2020-01-01 00:06:24.291252,0.0001,139191381
2020-01-01 00:06:24.691452,0.0001,139191381
2020-01-01 00:06:25.391314,0.0001,139191381
2020-01-01 00:06:25.991346,0.0001,139191381
2020-01-01 00:06:26.191305,0.0001,139191381
2020-01-01 00:06:26.391306,0.0001,139191381
2020-01-01 00:06:27.191051,0.0001,139191381
