時間足,レバレッジ,特徴量,テスト開始時期,精度,最終資産,シャープレシオ,チューン後精度,チューン後最終資産,チューン後シャープレシオ
1h,10,"['open', 'high', 'low', 'close', 'volume', 'SMA_5', 'SMA_10', 'SMA_20', 'SMA_30', 'SMA_50', 'SMA_75', 'SMA_100', 'SMA_200', 'EMA_5', 'EMA_10', 'EMA_20', 'EMA_30', 'EMA_50', 'EMA_75', 'EMA_100', 'EMA_200', 'RSI_14', 'MACD', 'Signal_Line', 'Upper_Band', 'Lower_Band', 'ATR_14', 'ADX_14', 'CCI_14', 'OBV', '%K', '%D', 'hour', 'day_of_week', 'lag_1', 'lag_2', 'lag_3', 'lag_4', 'lag_5']",2024-09-30,0.5511551155115512,968.5247582440688,1.7052077422054954,0.5610561056105611,2106.928029516624,4.363954751835088
