exchange,symbol,timestamp,local_timestamp,funding_timestamp,funding_rate,predicted_funding_rate,open_interest,last_price,index_price,mark_price
bybit,BTCUSD,1577836880691349,1577836880780046,1577865600000000,0.0001,0.0001,140414762,7160,7161.09,7161.8
bybit,BTCUSD,1577836882191150,1577836882280160,1577865600000000,0.0001,0.0001,140414762,7160,7161.65,7161.8
bybit,BTCUSD,1577836882491176,1577836882580434,1577865600000000,0.0001,0.0001,140414762,7160,7161.65,7162.36
bybit,BTCUSD,1577836883191217,1577836883280079,1577865600000000,0.0001,0.0001,140414762,7160,7161.55,7162.36
bybit,BTCUSD,1577836883491142,1577836883581225,1577865600000000,0.0001,0.0001,140414762,7160,7161.55,7162.26
bybit,BTCUSD,1577836883691471,1577836883779992,1577865600000000,0.0001,0.0001,140414762,7160,7160.5,7162.26
bybit,BTCUSD,1577836884491246,1577836884581312,1577865600000000,0.0001,0.0001,140414762,7160,7160.5,7161.21
bybit,BTCUSD,1577836884691240,1577836884782079,1577865600000000,0.0001,0.0001,140414762,7160,7160.91,7161.21
bybit,BTCUSD,1577836885691120,1577836885780267,1577865600000000,0.0001,0.0001,140414762,7160,7160.91,7161.62
bybit,BTCUSD,1577836885791081,1577836885879614,1577865600000000,0.0001,0.0001,140414762,7160,7160.85,7161.62
bybit,BTCUSD,1577836886291440,1577836886380765,1577865600000000,0.0001,0.0001,140414762,7160,7160.49,7161.62
bybit,BTCUSD,1577836886791309,1577836886880644,1577865600000000,0.0001,0.0001,140125691,7160,7160.49,7161.2
bybit,BTCUSD,1577836888591382,1577836888680556,1577865600000000,0.0001,0.0001,140125691,7160,7160.5,7161.2
bybit,BTCUSD,1577836889691471,1577836889781012,1577865600000000,0.0001,0.0001,140125691,7160,7160.5,7161.21
bybit,BTCUSD,1577836889791105,1577836889880974,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.5,7161.21
bybit,BTCUSD,1577836889891139,1577836889982302,1577865600000000,0.0001,0.0001,140125691,7160,7160.5,7161.21
bybit,BTCUSD,1577836889991417,1577836890080532,1577865600000000,0.0001,0.0001,140125691,7160,7160.48,7161.21
bybit,BTCUSD,1577836890892530,1577836890981783,1577865600000000,0.0001,0.0001,140125691,7160,7160.48,7161.19
bybit,BTCUSD,1577836890991418,1577836891080901,1577865600000000,0.0001,0.0001,140125691,7160,7160.54,7161.19
bybit,BTCUSD,1577836891591368,1577836891679866,1577865600000000,0.0001,0.0001,140125691,7160,7160.54,7161.25
bybit,BTCUSD,1577836894291093,1577836894379413,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.54,7161.25
bybit,BTCUSD,1577836894891307,1577836894980681,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.48,7161.25
bybit,BTCUSD,1577836895591556,1577836895683059,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.48,7161.19
bybit,BTCUSD,1577836895691146,1577836895780903,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.28,7161.19
bybit,BTCUSD,1577836896594218,1577836896682757,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.28,7160.99
bybit,BTCUSD,1577836896691197,1577836896781119,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.76,7160.99
bybit,BTCUSD,1577836896891142,1577836896979753,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.23,7160.99
bybit,BTCUSD,1577836896991358,1577836897081007,1577865600000000,0.0001,0.0001,140125691,7160,7161.23,7160.99
bybit,BTCUSD,1577836897291260,1577836897381719,1577865600000000,0.0001,0.0001,140125691,7160,7160.72,7160.99
bybit,BTCUSD,1577836897591278,1577836897680342,1577865600000000,0.0001,0.0001,140125691,7160,7160.72,7161.43
bybit,BTCUSD,1577836899491239,1577836899580874,1577865600000000,0.0001,0.0001,140125691,7160,7160.77,7161.43
bybit,BTCUSD,1577836899591326,1577836899679427,1577865600000000,0.0001,0.0001,140125691,7160,7160.77,7161.48
bybit,BTCUSD,1577836899991154,1577836900080274,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.77,7161.48
bybit,BTCUSD,1577836900691180,1577836900780349,1577865600000000,0.0001,0.0001,140125691,7159.5,7160.72,7161.48
bybit,BTCUSD,1577836901691099,1577836901779582,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.09,7161.43
bybit,BTCUSD,1577836902591219,1577836902680728,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.09,7161.8
bybit,BTCUSD,1577836903891458,1577836903981422,1577865600000000,0.0001,0.0001,140125691,7160,7161.09,7161.8
bybit,BTCUSD,1577836904291310,1577836904381265,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.09,7161.8
bybit,BTCUSD,1577836909791335,1577836909881183,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.07,7161.8
bybit,BTCUSD,1577836910591209,1577836910681647,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.07,7161.78
bybit,BTCUSD,1577836911391477,1577836911481392,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.15,7161.78
bybit,BTCUSD,1577836911591256,1577836911679666,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.15,7161.86
bybit,BTCUSD,1577836912191196,1577836912280828,1577865600000000,0.0001,0.0001,140125691,7160,7161.15,7161.86
bybit,BTCUSD,1577836913591362,1577836913680611,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.07,7161.78
bybit,BTCUSD,1577836917491304,1577836917582466,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.04,7161.78
bybit,BTCUSD,1577836917591313,1577836917680779,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.04,7161.75
bybit,BTCUSD,1577836917991571,1577836918080504,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.18,7161.75
bybit,BTCUSD,1577836918491255,1577836918580878,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.05,7161.75
bybit,BTCUSD,1577836918591519,1577836918680073,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.05,7161.76
bybit,BTCUSD,1577836920991578,1577836921080289,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.17,7161.76
bybit,BTCUSD,1577836921591603,1577836921681131,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.17,7161.88
bybit,BTCUSD,1577836924991572,1577836925080766,1577865600000000,0.0001,0.0001,140125691,7160,7161.17,7161.88
bybit,BTCUSD,1577836925191202,1577836925279708,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.17,7161.88
bybit,BTCUSD,1577836928891286,1577836928981042,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.16,7161.88
bybit,BTCUSD,1577836929091147,1577836929179759,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.15,7161.88
bybit,BTCUSD,1577836929791455,1577836929880650,1577865600000000,0.0001,0.0001,140125691,7159.5,7161.15,7161.86
bybit,BTCUSD,1577836933891125,1577836933980675,1577865600000000,0.0001,0.0001,140125691,7159,7161.15,7161.86
bybit,BTCUSD,1577836934891514,1577836934980653,1577865600000000,0.0001,0.0001,140125691,7159,7160.86,7161.86
bybit,BTCUSD,1577836934996427,1577836935085692,1577865600000000,0.0001,0.0001,140125691,7159,7160.89,7161.86
bybit,BTCUSD,1577836935691352,1577836935780740,1577865600000000,0.0001,0.0001,140125691,7159,7160.89,7161.6
bybit,BTCUSD,1577836936591374,1577836936680032,1577865600000000,0.0001,0.0001,140125691,7159,7160.86,7161.6
bybit,BTCUSD,1577836936691428,1577836936781251,1577865600000000,0.0001,0.0001,140125691,7159,7160.86,7161.57
bybit,BTCUSD,1577836937692349,1577836937782617,1577865600000000,0.0001,0.0001,140125691,7159,7159.92,7161.57
bybit,BTCUSD,1577836938891521,1577836938980742,1577865600000000,0.0001,0.0001,140125691,7159,7159.92,7160.63
bybit,BTCUSD,1577836943391215,1577836943482784,1577865600000000,0.0001,0.0001,140125691,7157,7159.92,7160.63
bybit,BTCUSD,1577836946591431,1577836946680147,1577865600000000,0.0001,0.0001,140125691,7157,7158.84,7160.63
bybit,BTCUSD,1577836946791485,1577836946880480,1577865600000000,0.0001,0.0001,140125691,7157,7158.84,7159.55
bybit,BTCUSD,1577836947099957,1577836947189063,1577865600000000,0.0001,0.0001,140096320,7157,7158.84,7159.55
bybit,BTCUSD,1577836948291320,1577836948380501,1577865600000000,0.0001,0.0001,140096320,7157,7158.81,7159.55
bybit,BTCUSD,1577836948691334,1577836948780739,1577865600000000,0.0001,0.0001,140096320,7157,7158.81,7159.52
bybit,BTCUSD,1577836949191485,1577836949280638,1577865600000000,0.0001,0.0001,140096320,7157,7158.79,7159.52
bybit,BTCUSD,1577836949891444,1577836949980385,1577865600000000,0.0001,0.0001,140096320,7157,7158.78,7159.5
bybit,BTCUSD,1577836950391224,1577836950480227,1577865600000000,0.0001,0.0001,140096320,7157.5,7158.78,7159.5
bybit,BTCUSD,1577836950791078,1577836950880388,1577865600000000,0.0001,0.0001,140096320,7157.5,7158.78,7159.49
bybit,BTCUSD,1577836951091154,1577836951179833,1577865600000000,0.0001,0.0001,140096320,7157,7158.78,7159.49
bybit,BTCUSD,1577836953191159,1577836953280430,1577865600000000,0.0001,0.0001,140096320,7157,7158.77,7159.49
bybit,BTCUSD,1577836954491174,1577836954580400,1577865600000000,0.0001,0.0001,140096320,7157,7158.77,7159.48
bybit,BTCUSD,1577836972991563,1577836973080369,1577865600000000,0.0001,0.0001,140096320,7157.5,7158.77,7159.48
bybit,BTCUSD,1577836973791212,1577836973880684,1577865600000000,0.0001,0.0001,140096320,7157,7158.77,7159.48
bybit,BTCUSD,1577836974891398,1577836974980229,1577865600000000,0.0001,0.0001,140096320,7157,7158.66,7159.48
bybit,BTCUSD,1577836975691354,1577836975780832,1577865600000000,0.0001,0.0001,140096320,7157,7158.66,7159.37
bybit,BTCUSD,1577836975991338,1577836976080399,1577865600000000,0.0001,0.0001,140096320,7157.5,7158.66,7159.37
bybit,BTCUSD,1577836976091387,1577836976180750,1577865600000000,0.0001,0.0001,140096320,7157,7158.66,7159.37
bybit,BTCUSD,1577836980091434,1577836980181389,1577865600000000,0.0001,0.0001,140096320,7157,7159.04,7159.37
bybit,BTCUSD,1577836980991350,1577836981080116,1577865600000000,0.0001,0.0001,140096320,7157,7159.03,7159.74
bybit,BTCUSD,1577836981791150,1577836981882471,1577865600000000,0.0001,0.0001,140096320,7157,7158.96,7159.67
bybit,BTCUSD,1577836983591367,1577836983680388,1577865600000000,0.0001,0.0001,140096320,7157,7158.95,7159.67
bybit,BTCUSD,1577836984091427,1577836984180132,1577865600000000,0.0001,0.0001,140096320,7157,7158.95,7159.66
bybit,BTCUSD,1577836986291346,1577836986379933,1577865600000000,0.0001,0.0001,140096320,7157,7158.92,7159.66
bybit,BTCUSD,1577836986791330,1577836986880567,1577865600000000,0.0001,0.0001,140096320,7157,7158.75,7159.63
bybit,BTCUSD,1577836987891322,1577836987979720,1577865600000000,0.0001,0.0001,140096320,7157.5,7158.75,7159.46
bybit,BTCUSD,1577836988491221,1577836988581250,1577865600000000,0.0001,0.0001,140096320,7157,7158.75,7159.46
bybit,BTCUSD,1577836999291287,1577836999379875,1577865600000000,0.0001,0.0001,140096320,7157,7158.76,7159.46
bybit,BTCUSD,1577836999891598,1577836999980880,1577865600000000,0.0001,0.0001,140096320,7157,7158.76,7159.47
bybit,BTCUSD,1577837004891425,1577837004980613,1577865600000000,0.0001,0.0001,140096320,7157,7158.98,7159.47
bybit,BTCUSD,1577837005791246,1577837005880319,1577865600000000,0.0001,0.0001,140096320,7157,7158.98,7159.69
bybit,BTCUSD,1577837009291232,1577837009379426,1577865600000000,0.0001,0.0001,139494797,7157,7158.98,7159.69
bybit,BTCUSD,1577837019291280,1577837019380734,1577865600000000,0.0001,0.0001,139494797,7157.5,7158.98,7159.69
bybit,BTCUSD,1577837020991455,1577837021081211,1577865600000000,0.0001,0.0001,139494797,7159,7158.98,7159.69
bybit,BTCUSD,1577837021791437,1577837021880837,1577865600000000,0.0001,0.0001,139494797,7159,7160.56,7161.27
bybit,BTCUSD,1577837023691549,1577837023781462,1577865600000000,0.0001,0.0001,139494797,7158.5,7160.56,7161.27
bybit,BTCUSD,1577837023991152,1577837024080259,1577865600000000,0.0001,0.0001,139494797,7158.5,7159.88,7161.27
bybit,BTCUSD,1577837024791405,1577837024880559,1577865600000000,0.0001,0.0001,139494797,7158.5,7159.88,7160.59
bybit,BTCUSD,1577837025691311,1577837025780230,1577865600000000,0.0001,0.0001,139494797,7158.5,7159.56,7160.59
bybit,BTCUSD,1577837025791193,1577837025880751,1577865600000000,0.0001,0.0001,139494797,7158.5,7159.56,7160.27
bybit,BTCUSD,1577837029991467,1577837030082904,1577865600000000,0.0001,0.0001,139494797,7159.5,7159.56,7160.27
bybit,BTCUSD,1577837032091657,1577837032187003,1577865600000000,0.0001,0.0001,139494797,7160,7159.56,7160.27
bybit,BTCUSD,1577837032391211,1577837032480597,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.22,7160.27
bybit,BTCUSD,1577837032891171,1577837032979858,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.22,7160.93
bybit,BTCUSD,1577837038191267,1577837038280254,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.21,7160.93
bybit,BTCUSD,1577837038891408,1577837038980733,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.21,7160.92
bybit,BTCUSD,1577837038991380,1577837039080474,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.19,7160.92
bybit,BTCUSD,1577837039891164,1577837039982080,1577865600000000,0.0001,0.0001,139494797,7160.5,7160.19,7160.9
bybit,BTCUSD,1577837040791144,1577837040880709,1577865600000000,0.0001,0.0001,139494797,7160,7160.19,7160.9
bybit,BTCUSD,1577837041191510,1577837041280858,1577865600000000,0.0001,0.0001,139494797,7160,7160.76,7160.9
bybit,BTCUSD,1577837041891525,1577837041980538,1577865600000000,0.0001,0.0001,139494797,7160,7160.76,7161.47
bybit,BTCUSD,1577837042491986,1577837042580581,1577865600000000,0.0001,0.0001,139494797,7160,7159,7161.47
bybit,BTCUSD,1577837042891346,1577837042980017,1577865600000000,0.0001,0.0001,139494797,7160,7159,7159.71
bybit,BTCUSD,1577837043891460,1577837043980185,1577865600000000,0.0001,0.0001,139494797,7160,7158.77,7159.71
bybit,BTCUSD,1577837044891295,1577837044980748,1577865600000000,0.0001,0.0001,139494797,7160,7158.77,7159.48
bybit,BTCUSD,1577837046391468,1577837046480313,1577865600000000,0.0001,0.0001,139494797,7160,7158.16,7159.48
bybit,BTCUSD,1577837046691537,1577837046780646,1577865600000000,0.0001,0.0001,139494797,7160,7157.37,7159.48
bybit,BTCUSD,1577837046891596,1577837046980854,1577865600000000,0.0001,0.0001,139494797,7160,7157.37,7158.08
bybit,BTCUSD,1577837048991436,1577837049080379,1577865600000000,0.0001,0.0001,139494797,7160,7157.38,7158.08
bybit,BTCUSD,1577837049891520,1577837049980833,1577865600000000,0.0001,0.0001,139494797,7160,7157.38,7158.09
bybit,BTCUSD,1577837050291407,1577837050380325,1577865600000000,0.0001,0.0001,139494797,7160,7156.67,7158.09
bybit,BTCUSD,1577837050891313,1577837050980141,1577865600000000,0.0001,0.0001,139494797,7160,7156.67,7157.38
bybit,BTCUSD,1577837053191546,1577837053280423,1577865600000000,0.0001,0.0001,139494797,7159.5,7156.67,7157.38
bybit,BTCUSD,1577837053791400,1577837053880157,1577865600000000,0.0001,0.0001,139494797,7159.5,7156.62,7157.38
bybit,BTCUSD,1577837053991237,1577837054079748,1577865600000000,0.0001,0.0001,139494797,7159.5,7156.62,7157.33
bybit,BTCUSD,1577837054691535,1577837054780187,1577865600000000,0.0001,0.0001,139494797,7158.5,7156.62,7157.33
bybit,BTCUSD,1577837055091217,1577837055180725,1577865600000000,0.0001,0.0001,139494797,7159,7156.62,7157.33
bybit,BTCUSD,1577837056291150,1577837056380092,1577865600000000,0.0001,0.0001,139494797,7157.5,7156.62,7157.33
bybit,BTCUSD,1577837057891344,1577837057980503,1577865600000000,0.0001,0.0001,139494797,7157,7156.62,7157.33
bybit,BTCUSD,1577837070191364,1577837070280809,1577865600000000,0.0001,0.0001,139528777,7157,7156.62,7157.33
bybit,BTCUSD,1577837078191550,1577837078281534,1577865600000000,0.0001,0.0001,139528777,7157.5,7156.62,7157.33
bybit,BTCUSD,1577837079091312,1577837079179747,1577865600000000,0.0001,0.0001,139528777,7157,7156.62,7157.33
bybit,BTCUSD,1577837083391353,1577837083480626,1577865600000000,0.0001,0.0001,139528777,7157,7157.42,7157.33
bybit,BTCUSD,1577837084091464,1577837084180891,1577865600000000,0.0001,0.0001,139528777,7157,7157.42,7158.13
bybit,BTCUSD,1577837085491300,1577837085581309,1577865600000000,0.0001,0.0001,139528777,7157.5,7157.42,7158.13
bybit,BTCUSD,1577837086491206,1577837086581347,1577865600000000,0.0001,0.0001,139528777,7157,7157.42,7158.13
bybit,BTCUSD,1577837092091240,1577837092180441,1577865600000000,0.0001,0.0001,139528777,7157,7157.25,7158.13
bybit,BTCUSD,1577837092391786,1577837092481390,1577865600000000,0.0001,0.0001,139528777,7157.5,7157.25,7158.13
bybit,BTCUSD,1577837092991406,1577837093080506,1577865600000000,0.0001,0.0001,139528777,7157.5,7157.25,7157.96
bybit,BTCUSD,1577837093092815,1577837093182102,1577865600000000,0.0001,0.0001,139528777,7157,7157.25,7157.96
bybit,BTCUSD,1577837096691284,1577837096782438,1577865600000000,0.0001,0.0001,139528777,7157.5,7157.25,7157.96
bybit,BTCUSD,1577837098091165,1577837098180319,1577865600000000,0.0001,0.0001,139528777,7157,7157.25,7157.96
bybit,BTCUSD,1577837100691538,1577837100781053,1577865600000000,0.0001,0.0001,139528777,7157,7156.64,7157.96
bybit,BTCUSD,1577837101291244,1577837101381108,1577865600000000,0.0001,0.0001,139528777,7157.5,7156.83,7157.35
bybit,BTCUSD,1577837102291148,1577837102380695,1577865600000000,0.0001,0.0001,139528777,7157.5,7156.83,7157.54
bybit,BTCUSD,1577837102391452,1577837102481184,1577865600000000,0.0001,0.0001,139528777,7157,7156.83,7157.54
bybit,BTCUSD,1577837102491496,1577837102582018,1577865600000000,0.0001,0.0001,139528777,7157,7156.64,7157.54
bybit,BTCUSD,1577837103091309,1577837103180940,1577865600000000,0.0001,0.0001,139528777,7157,7156.64,7157.35
bybit,BTCUSD,1577837109291245,1577837109380978,1577865600000000,0.0001,0.0001,139528777,7157,7157.64,7157.35
bybit,BTCUSD,1577837109591277,1577837109680772,1577865600000000,0.0001,0.0001,139528777,7157,7158.27,7157.35
bybit,BTCUSD,1577837109991360,1577837110080746,1577865600000000,0.0001,0.0001,139528777,7157,7158.27,7158.98
bybit,BTCUSD,1577837110191274,1577837110281278,1577865600000000,0.0001,0.0001,139528777,7157,7158.56,7158.98
bybit,BTCUSD,1577837111391287,1577837111480482,1577865600000000,0.0001,0.0001,139528777,7157,7158.57,7159.28
bybit,BTCUSD,1577837112791332,1577837112881190,1577865600000000,0.0001,0.0001,139528777,7157,7158.44,7159.28
bybit,BTCUSD,1577837113491342,1577837113580815,1577865600000000,0.0001,0.0001,139528777,7157,7158.44,7159.15
